scan_index,t,odom_index,x,y,theta,selected_cluster_mass,candidate_cluster_mass,candidate_cluster_count,best_particle,best_particle_weight,previous_cluster_mass,previous_cluster_count,pending_mean_candidate_mass,pending_mean_selected_mass,pending_count,selected_switched,hypothesis_switches,ess,ess_ratio,beams,mean_log_likelihood,stable_now,accepted,reference_x,reference_y,reference_theta,reference_position_error_m,reference_heading_error_rad
4484,449.26739501953125,4445,2.785918833542146,0.7455830035699335,-0.7125989535690379,0.9999999999999983,0.9999999999999983,8861,8,0.00031520019820239196,0.9999999999999983,8861,0.9999999999999983,0.0,0,0,10,4293.806999774554,0.4293806999774554,120,-176.936875,0,0,1.361803,-7.119986,-0.034907,7.993452424157259,0.6776919535690379
4488,449.6687316894531,4449,2.785033344022051,0.7428408732541412,-0.710414579277515,0.9999999999999152,0.9999999999999152,8691,8,0.000359487621653559,0.9999999999999152,8691,0.9999999999999152,0.0,0,0,10,3821.564136096018,0.3821564136096018,120,-199.7838427734375,0,0,1.361803,-7.119986,-0.034907,7.990596413967647,0.6755075792775149
4492,450.0693664550781,4453,2.7816968540530467,0.7426915076147099,-0.7096548141482585,0.9999999999999998,0.9999999999999998,8561,8,0.00040513039715513817,0.9999999999999998,8562,0.9999999999999998,0.0,0,0,10,3438.1335747721814,0.34381335747721814,120,-220.396953125,0,0,1.361803,-7.119986,-0.034907,7.989855827580863,0.6747478141482585
4496,450.4732666015625,4457,2.781146804715399,0.740787335584606,-0.7081980611861431,0.999999999999973,0.999999999999973,9708,0,0.00011340488720397974,0.999999999999973,9708,0.999999999999973,0.0,0,0,10,9422.800763529372,0.9422800763529372,120,-44.9045703125,0,0,1.361803,-7.119986,-0.034907,7.987884217327008,0.6732910611861431
4500,450.8775329589844,4461,2.780652879769435,0.7391449895417392,-0.7071083486989385,0.9999999999994341,0.9999999999994341,9471,0,0.00012817440634319477,0.9999999999994341,9471,0.9999999999994341,0.0,0,0,10,8712.884685878473,0.8712884685878473,120,-81.2827685546875,0,0,1.361803,-7.119986,-0.034907,7.986180244152837,0.6722013486989384
4504,451.27801513671875,4465,2.7800849106029113,0.7379440405179216,-0.7061659396806503,0.9999999999999999,0.9999999999999999,9228,0,0.0001436936047561793,0.9999999999999999,9228,0.9999999999999999,0.0,0,0,10,8005.007321906658,0.8005007321906658,120,-119.1808056640625,0,0,1.361803,-7.119986,-0.034907,7.9848975008836165,0.6712589396806503
4508,451.6813049316406,4469,2.7806795591425644,0.7359190946571458,-0.7052367818453665,1.0,1.0,9009,0,0.00016092595951547567,1.0,9009,1.0,0.0,0,0,10,7338.4872565154255,0.7338487256515426,120,-153.972900390625,0,0,1.361803,-7.119986,-0.034907,7.983010431306247,0.6703297818453665
4512,452.0829162597656,4473,2.7803442108216165,0.7350543180804657,-0.7039549828039727,1.0,1.0,8779,8,0.00017978665574854908,1.0,8779,1.0,0.0,0,0,10,6720.045494013923,0.6720045494013923,120,-189.3079150390625,0,0,1.361803,-7.119986,-0.034907,7.982099821818124,0.6690479828039727
4516,452.4859313964844,4477,2.7806721890746897,0.7337746575519072,-0.7031014306101968,1.0,1.0,8602,8,0.0001987042181620432,1.0,8602,1.0,0.0,0,0,10,6194.012858155617,0.6194012858155618,120,-215.162392578125,0,0,1.361803,-7.119986,-0.034907,7.980898836711041,0.6681944306101968
4520,452.88861083984375,4481,2.7807691756323143,0.7327221983561455,-0.701390415554462,1.0,1.0,8397,8,0.00022099792280443566,1.0,8398,1.0,0.0,0,0,10,5678.786519413385,0.5678786519413385,120,-248.1003955078125,0,0,1.361803,-7.119986,-0.034907,7.979880391090985,0.666483415554462
