scan_index,t,x,y,theta,true_x,true_y,true_theta,position_error_m,heading_error_rad,ess,beams,mean_log_likelihood
436,105.4,-2.1811192583971044,11.67738396049204,-0.019748447946483366,-9.643478,11.7,0.0,7.4623930125409625,0.019748447946483366,994.1113880879536,56,-13.396300000000004
438,106.0,-1.9680449847291248,11.678682449697941,0.0027310745291914745,-9.434783,11.7,0.0,7.466768446030861,0.002731074529191475,1577.5052541068264,56,-11.90762
440,106.6,-1.7553869431005784,11.682670710589619,0.0105552898392071,-9.226087,11.7,0.0,7.470720155676324,0.0105552898392071,2111.149204589986,56,-10.543533333333334
442,107.2,-1.5470371111598362,11.686285758220336,-0.009371287192746913,-9.017391,11.7,0.0,7.4703664772845615,0.009371287192746913,1069.5768819589018,56,-11.821726666666667
444,107.8,-1.3358675121959025,11.689455867230883,0.004201412710828214,-8.808696,11.7,0.0,7.472835926666149,0.004201412710828214,1957.1560015289613,56,-10.571686666666668
446,108.4,-1.1251859973598157,11.693067023549785,0.007589767335250503,-8.6,11.7,0.0,7.474817217847418,0.0075897673352505034,1245.0460126431997,56,-11.444340000000002
448,109.0,-0.9166369141908963,11.696947793146194,0.00937415078413077,-8.391304,11.7,0.0,7.474667708978416,0.00937415078413077,2198.511146094232,56,-9.497660000000002
450,109.6,-0.7050123562495232,11.700045178095582,0.00871673023112052,-8.182609,11.7,0.0,7.4775966438869546,0.00871673023112052,1511.2118556852172,56,-10.046153333333335
452,110.2,-0.5084716077279201,11.70152274850522,-0.022721060364634723,-7.973913,11.7,0.0,7.465441547571872,0.022721060364634723,1021.6347564526011,56,-11.145600000000002
454,110.8,-0.3010678351674996,11.701343913124028,-0.002902632112437971,-7.765217,11.7,0.0,7.464149285817654,0.002902632112437971,1492.0842190404142,56,-12.076006666666668
456,111.4,-0.13251791961427775,11.702494387500892,0.002759287084352197,-7.556522,11.7,0.0,7.424004499429729,0.002759287084352197,1885.1974138548583,56,-9.81016666666667
458,112.0,0.07294052669548104,11.704548603882866,0.0054372647603214384,-7.347826,11.7,0.0,7.420767920742529,0.0054372647603214384,1283.4949093033813,56,-10.463006666666667
460,112.6,0.27494825325727856,11.706701730227365,0.00394485968915793,-7.13913,11.7,0.0,7.414081282169122,0.00394485968915793,2205.955872546546,56,-9.791666666666666
462,113.2,0.4500148462475638,11.708755870897146,0.005413540432847303,-6.930435,11.7,0.0,7.380455040053483,0.005413540432847303,1410.4279964982509,56,-10.761913333333336
464,113.8,0.5746784263359451,11.71267023223058,0.04408819088580004,-6.721739,11.7,0.0,7.296428427259712,0.04408819088580004,816.6057285832442,56,-13.244513333333332
466,114.4,-1.4175201862165654,11.711605435856937,-0.03849634969180332,-6.513043,11.7,0.0,5.095536029892132,0.03849634969180332,70.98219761744518,56,-16.440520000000003
468,115.0,-1.2294212677981038,11.712355875476144,-0.008042320766895178,-6.304348,11.7,0.0,5.074941773545406,0.008042320766895178,1266.7443220982439,56,-11.868073333333333
470,115.6,-1.023013501624392,11.713074163356207,-0.002359829236758648,-6.095652,11.7,0.0,5.072655346950926,0.002359829236758648,2075.9966598385577,56,-10.761486666666668
