scan_index,t,x,y,theta,true_x,true_y,true_theta,position_error_m,heading_error_rad,ess,beams,mean_log_likelihood
588,150.9,-4.09433126626476,1.0583969032623801,0.0789691758954165,5.7,10.35,-1.19029,13.50047454946068,1.2692591758954166,14.395253070800178,56,-406.74736
590,151.5,4.252954670073742,1.6082453854168433,-2.0106276062078945,5.775,10.1625,-1.19029,8.688607137940325,0.8203376062078945,123.43890802146527,56,-391.40569999999997
592,152.1,4.422869300644377,1.4917233352156303,-1.9816752660483825,5.85,9.975,-1.19029,8.602481328333022,0.7913852660483824,945.8372643907688,56,-272.90244
594,152.7,4.44858992797969,1.2643398963098569,-1.9258522174876933,5.929167,9.7875,-1.134169,8.650801501556234,0.7916832174876933,16.082513454651732,56,-395.18872000000005
596,153.3,4.399449248711323,1.4622386619660797,-1.7782653759736522,6.016667,9.6,-1.134169,8.296900195246586,0.6440963759736522,198.39659051661755,56,-379.6879666666666
598,153.9,3.5991607878054888,0.8671467817968195,-1.7919119089014972,6.104167,9.4125,-1.134169,8.904949059202334,0.6577429089014972,2339.1728608608514,56,-28.33901333333333
600,154.5,4.212269358329216,1.1112725460205075,-1.8014483988257655,6.191667,9.225,-1.134169,8.351681760059611,0.6672793988257655,653.1451750384068,56,-248.60308
602,155.1,-0.4025387847126584,-5.993545727333466,-2.7927392059476093,6.2625,9.033333,-1.385448,16.438668628806624,1.4072912059476093,47.15947836392425,56,-373.6403066666666
604,155.7,5.451447582276605,-8.289616979910953,-2.4637418071685007,6.3,8.833333,-1.385448,17.143962704700353,1.0782938071685007,1302.7895942450705,56,-202.36084666666667
606,156.3,8.540582545342648,7.37789458439007,-1.2486887027340074,6.3375,8.633333,-1.385448,2.535684979839296,0.13675929726599256,819.5938032237466,56,-18.87272
608,156.9,0.48912222473148403,1.6559844430315986,-0.4816512344512087,6.375,8.433333,-1.385448,8.97641413082315,0.9037967655487913,2533.419211626077,56,-10.724793333333334
610,157.5,-0.24347434423108805,-5.619277191824005,-3.0421395986696775,6.4,8.230435,-1.570796,15.360673134951318,1.4713435986696775,2189.196094834927,56,-10.67868
612,158.1,0.7178414947430385,5.933134287884192,-0.38711705471035956,6.4,8.021739,-1.570796,6.053857854487202,1.1836789452896406,1929.0470033015083,56,-11.688733333333332
614,158.7,4.750422984958111,-0.3583182421693705,-2.0397630012734056,6.4,7.813043,-1.570796,8.336201105934423,0.4689670012734055,1636.2467641606875,56,-13.122173333333334
616,159.3,-1.247003312360152,-9.541316104209962,-2.977091020343148,6.4,7.604348,-1.570796,18.773663926725682,1.4062950203431481,2722.785874897334,56,-11.724086666666667
618,159.9,0.23209002857551275,-9.131680958444834,-3.0324724697842993,6.4,7.395652,-1.570796,17.640743979064332,1.4616764697842992,2435.147486264238,56,-12.060946666666668
620,160.5,2.4731021596147356,-6.106308338575269,-3.0749111120578547,6.4,7.186957,-1.570796,13.86114822121851,1.5041151120578546,2194.8423826235003,56,-12.04244
622,161.1,0.5789546956160663,3.0628478521642615,-0.20958610346679665,6.4,6.978261,-1.570796,7.01534236897496,1.3612098965332033,1841.5350791813714,56,-12.631173333333335
624,161.7,0.043928765331739894,-8.485068998600589,3.0783735113375372,6.4,6.769565,-1.570796,16.525843396675352,1.6340157958420491,1428.8395658901995,56,-14.328040000000003
626,162.3,3.3396235639378182,-10.005545477376987,-3.03223008499186,6.4,6.56087,-1.570796,16.846721511899,1.46143408499186,2747.066267364206,56,-12.318186666666666
628,162.9,-1.8568343048192228,11.174775315261535,-0.18067458449758197,6.4,6.352174,-1.570796,9.562049789830727,1.3901214155024182,115.19999212551346,56,-24.02886666666667
630,163.5,10.771241236549068,7.671095351049928,1.3880916654905961,6.4,6.143478,-1.570796,4.6304821260140745,2.9588876654905962,2.1009761676565244,56,-23.261213333333338
632,164.1,10.636637769355879,7.876073326918088,1.4128666471268596,6.4,5.934783,-1.570796,4.660226144954608,2.9836626471268595,685.6967005634224,56,-22.171793333333333
634,164.7,10.863201306946168,8.0211064105208,1.4435641643990436,6.4,5.726087,-1.570796,5.018693057061093,3.0143601643990436,1039.5955492241417,56,-18.572940000000006
636,165.3,11.031674859869089,8.41877858607687,1.4737223442598777,6.4,5.517391,-1.570796,5.465387628721709,3.0445183442598776,1961.566086142328,56,-17.212740000000004
638,165.9,10.718501252826103,8.475519227747828,1.4805767331537907,6.4,5.308696,-1.570796,5.35520517127624,3.0513727331537908,1191.5201467270897,56,-17.816993333333333
640,166.5,10.468067712833054,8.230291127405522,1.5317191103723435,6.4,5.1,-1.570796,5.133020305678567,3.1025151103723436,418.2686528085238,56,-18.71046666666667
642,167.1,4.972729394607773,1.7683679184712993,-2.154385354839022,6.4,4.891304,-1.570796,3.4336323551496495,0.5835893548390221,3.108055917486012,56,-22.861720000000002
644,167.7,4.760957575956752,1.351132764080567,-2.1553484086529195,6.4,4.682609,-1.570796,3.7128417658593373,0.5845524086529195,1006.1574910887437,56,-17.39072666666667
646,168.3,4.871059088935393,1.22318413283244,-2.123592348594538,6.4,4.473913,-1.570796,3.592338858927921,0.5527963485945381,1446.065279925192,56,-15.148406666666666
648,168.9,4.671448232541989,0.9604160381360622,-2.097135948084391,6.4,4.265217,-1.570796,3.729557696338672,0.5263399480843911,2339.9751670301207,56,-12.679453333333333
650,169.5,4.407168237154293,0.8202298539179954,-2.111734730899449,6.4,4.056522,-1.570796,3.800653271452001,0.5409387308994491,1031.2430431811285,56,-190.14996000000005
652,170.1,4.433992094581617,0.8575481696592759,-2.039333891689491,6.4,3.847826,-1.570796,3.5786797267700288,0.46853789168949117,22.76722791991904,56,-370.8945133333334
654,170.7,6.894027924901312,1.338281861400577,-1.326751088585637,6.4,3.63913,-1.570796,2.353288283971755,0.24404491141436302,36.57564770017423,56,-362.23766666666666
656,171.3,10.828847530655445,-3.4999376033301073,1.3829148908623947,6.404348,3.569565,1.508378,8.339907862516313,0.12546310913760528,3.1092793294937047,56,-27.25914
658,171.9,10.586600560723422,-3.440213638360108,1.3946763239655031,6.417391,3.778261,1.508378,8.335987312003041,0.11370167603449688,1162.0141755449138,56,-17.134826666666665
660,172.5,11.04994386635645,-3.3776105128073874,1.4546543391068063,6.430435,3.986957,1.508378,8.693487034386365,0.05372366089319369,2220.3078868209604,56,-13.518366666666669
662,173.1,11.07420149725651,-3.1729624524928086,1.462164738098093,6.443478,4.195652,1.508378,8.70287763084886,0.04621326190190689,1790.900526558669,56,-12.067333333333334
664,173.7,10.622496095206895,-2.9944767865946442,1.3811056395382248,6.4625,4.4,1.446441,8.48432993580658,0.06533536046177524,1064.7683445590035,56,-14.2435
666,174.3,11.108051184342795,-2.783656968674432,1.3871013225024735,6.4875,4.6,1.446441,8.710217188921646,0.059339677497526555,2719.7559109120893,56,-12.190866666666668
